"December 17, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employment Development Department,,,,,,Tuolumne County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labor Market Information Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(916) 262-2162,,,,,,Industry Employment & Labor Force - by MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,March 2020 Benchmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
See notes at bottom of page for column definitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORTORDER,BMYEAR,AREA,INCLUDES,BREAKS,PNCO,SS-NAICS,TITLE,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21
1,2020,000109,,,1,00-000010,Civilian Labor Force,"22,470","22,750","22,670","22,540","22,700","22,720","23,020","23,000","22,620","22,370","22,590","22,440","22,620","22,580","22,450","22,320","22,470","22,680","23,190","23,280","22,880","22,730","22,820","22,400","22,290","22,620","22,500","22,320","22,330","22,520","22,770","22,500","22,260","21,900","21,770","21,570","22,030","21,890","21,690","21,540","21,790","22,010","21,900","21,670","21,630","21,410","21,350","21,220","21,210","21,700","21,620","21,240","21,560","21,730","21,790","21,430","21,770","21,600","21,460","21,330","21,450","21,380","21,420","21,410","21,760","21,730","21,770","21,640","21,580","21,420","21,460","21,380","21,500","21,810","21,880","21,370","21,460","21,730","21,850","21,650","21,620","21,480","21,350","21,110","21,180","21,450","21,430","21,250","21,160","21,550","21,750","21,560","21,550","21,380","21,240","21,100","20,910","21,330","21,220","21,030","20,960","21,340","21,450","21,080","21,300","21,270","21,150","21,230","21,040","21,200","21,270","20,840","20,820","21,010","21,220","21,010","20,980","20,650","20,640","20,490","20,440","20,600","20,490","19,680","19,570","20,100","20,220","20,080","19,850","19,960","19,620","19,860","19,810","19,870","19,710","19,470","19,730","19,830","20,050","20,100","19,900","19,690","19,610"
2,2020,000109,,,1,00-000020,  Civilian Employment,"18,660","18,890","18,740","18,900","19,250","19,340","19,600","19,600","19,360","19,100","19,090","18,970","18,930","18,950","18,890","18,970","19,200","19,310","19,860","20,040","19,730","19,600","19,710","19,170","18,860","19,230","19,180","19,310","19,430","19,580","19,800","19,680","19,670","19,280","19,210","18,860","19,100","19,150","19,060","19,140","19,520","19,630","19,580","19,460","19,500","19,250","19,210","19,150","18,960","19,420","19,360","19,330","19,750","19,870","19,870","19,640","20,130","19,960","19,820","19,700","19,620","19,620","19,700","19,860","20,270","20,200","20,220","20,210","20,250","20,070","20,080","19,980","19,900","20,270","20,330","20,000","20,260","20,390","20,500","20,360","20,400","20,270","20,140","19,820","19,740","20,030","20,080","20,070","20,100","20,420","20,570","20,430","20,540","20,390","20,240","20,070","19,740","20,120","20,050","20,030","20,100","20,340","20,470","20,150","20,450","20,390","20,250","20,240","19,830","20,030","20,070","19,880","19,990","20,060","20,240","20,110","20,190","19,820","19,790","19,600","19,370","19,540","19,280","15,760","16,110","17,300","17,750","17,930","17,940","18,220","18,180","18,070","17,980","18,150","18,100","18,000","18,380","18,340","18,570","18,680","18,680","18,510","18,540"
3,2020,000109,,,1,00-000030,  Civilian Unemployment,"3,820","3,870","3,930","3,640","3,450","3,390","3,420","3,400","3,250","3,270","3,490","3,470","3,690","3,630","3,560","3,340","3,270","3,360","3,330","3,250","3,160","3,130","3,120","3,220","3,430","3,390","3,320","3,010","2,900","2,940","2,970","2,820","2,600","2,620","2,560","2,710","2,930","2,740","2,640","2,400","2,270","2,380","2,320","2,210","2,140","2,150","2,130","2,060","2,240","2,280","2,260","1,910","1,810","1,860","1,920","1,790","1,650","1,640","1,640","1,620","1,830","1,770","1,720","1,550","1,480","1,530","1,550","1,430","1,330","1,360","1,380","1,400","1,600","1,540","1,540","1,370","1,200","1,340","1,350","1,290","1,220","1,210","1,210","1,290","1,440","1,430","1,350","1,190","1,060","1,140","1,180","1,130","1,010",990,"1,000","1,020","1,170","1,210","1,170","1,000",860,"1,000",980,930,850,880,900,990,"1,210","1,170","1,200",960,840,950,980,900,790,830,860,890,"1,070","1,050","1,210","3,920","3,470","2,800","2,470","2,150","1,910","1,730","1,440","1,800","1,830","1,710","1,610","1,470","1,350","1,490","1,480","1,420","1,220","1,190","1,070"
4,2020,000109,,,1,00-000040,Civilian Unemployment Rate,17.0%,17.0%,17.3%,16.2%,15.2%,14.9%,14.9%,14.8%,14.4%,14.6%,15.5%,15.5%,16.3%,16.1%,15.9%,15.0%,14.6%,14.8%,14.4%,13.9%,13.8%,13.8%,13.7%,14.4%,15.4%,15.0%,14.7%,13.5%,13.0%,13.0%,13.0%,12.5%,11.7%,11.9%,11.8%,12.5%,13.3%,12.5%,12.2%,11.1%,10.4%,10.8%,10.6%,10.2%,9.9%,10.1%,10.0%,9.7%,10.6%,10.5%,10.4%,9.0%,8.4%,8.6%,8.8%,8.4%,7.6%,7.6%,7.7%,7.6%,8.5%,8.3%,8.0%,7.2%,6.8%,7.0%,7.1%,6.6%,6.2%,6.3%,6.4%,6.5%,7.5%,7.0%,7.0%,6.4%,5.6%,6.2%,6.2%,6.0%,5.6%,5.6%,5.6%,6.1%,6.8%,6.7%,6.3%,5.6%,5.0%,5.3%,5.4%,5.2%,4.7%,4.6%,4.7%,4.8%,5.6%,5.7%,5.5%,4.8%,4.1%,4.7%,4.6%,4.4%,4.0%,4.1%,4.3%,4.6%,5.8%,5.5%,5.6%,4.6%,4.0%,4.5%,4.6%,4.3%,3.8%,4.0%,4.2%,4.3%,5.2%,5.1%,5.9%,19.9%,17.7%,13.9%,12.2%,10.7%,9.6%,8.7%,7.4%,9.0%,9.2%,8.6%,8.2%,7.6%,6.8%,7.5%,7.4%,7.0%,6.1%,6.0%,5.4%
8,2020,000109,"110000-813000, 920000",,1,01-000000,"Total, All Industries","15,540","15,670","15,560","15,730","16,220","16,420","16,370","16,430","16,190","16,110","16,210","16,060","15,880","15,900","15,780","15,960","16,180","16,410","16,740","16,900","16,590","16,530","16,630","16,120","15,740","16,090","16,040","16,270","16,460","16,750","16,720","16,720","16,530","16,280","16,280","15,940","16,060","16,180","16,140","16,290","16,630","16,840","16,600","16,610","16,590","16,650","16,600","16,550","16,180","16,590","16,550","16,630","17,030","17,230","17,020","16,900","17,290","17,180","17,100","17,080","16,780","16,800","16,910","17,180","17,540","17,610","17,530","17,580","17,620","17,590","17,650","17,580","17,270","17,630","17,670","17,630","17,840","18,060","18,010","17,940","17,950","17,950","17,900","17,620","17,260","17,520","17,620","17,780","17,850","18,320","18,180","18,150","18,070","18,140","18,070","17,990","17,400","17,760","17,710","17,830","17,870","18,340","18,130","18,030","18,160","18,210","18,160","18,230","17,640","17,800","17,940","17,970","18,130","18,350","18,240","18,260","18,140","17,960","18,080","17,910","17,520","17,690","17,520","14,360","14,880","16,020","16,240","16,420","16,400","16,330","16,380","16,300","15,930","15,980","16,050","16,300","16,620","16,670","16,560","16,830","16,660","16,530","16,520"
9,2020,000109,"111000-113200, 114000-115000",,1,11-000000,  Total Farm,60,50,50,60,60,60,60,60,60,70,70,70,70,70,70,60,70,70,50,50,50,50,50,50,40,40,40,40,50,50,60,60,60,50,50,60,50,40,40,60,50,60,60,50,50,50,60,50,50,50,50,50,60,60,60,70,60,60,60,60,60,60,60,60,70,60,60,70,70,70,60,60,60,60,70,60,70,70,80,70,70,80,80,70,70,70,70,80,80,90,70,80,70,70,80,70,60,70,60,50,60,60,60,70,70,60,60,70,60,70,70,80,90,90,90,90,90,110,100,90,80,90,100,90,90,100,100,90,90,90,90,90,80,90,90,90,90,100,100,100,100,100,100
