"December 17, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employment Development Department,,,,,,San Francisco County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labor Market Information Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(916) 262-2162,,,,,,Industry Employment & Labor Force - by MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,March 2020 Benchmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
See notes at bottom of page for column definitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORTORDER,BMYEAR,AREA,INCLUDES,BREAKS,PNCO,SS-NAICS,TITLE,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21
1,2020,000075,,,1,00-000010,Civilian Labor Force,"482,800","483,600","485,000","486,200","483,200","483,000","490,300","489,400","488,500","486,400","485,500","485,400","486,300","487,500","487,900","487,200","488,700","488,900","495,800","497,200","500,000","500,200","500,300","501,300","498,100","502,500","503,500","503,000","504,600","506,000","513,000","511,100","513,700","513,900","512,600","514,200","510,500","512,400","511,800","509,800","512,200","512,900","518,300","516,200","517,600","513,700","517,500","517,900","518,100","522,400","524,400","519,400","522,800","523,600","531,700","530,600","532,000","534,500","534,200","534,100","534,200","536,800","538,200","535,400","538,800","538,700","545,900","545,500","544,900","545,600","545,800","547,200","549,500","553,700","556,000","550,200","550,800","552,900","560,200","558,800","559,500","558,100","557,800","556,500","561,100","564,100","564,400","559,400","559,000","560,400","568,300","565,500","567,700","563,500","564,500","563,300","559,500","564,700","566,200","562,400","564,200","566,900","574,000","570,600","572,500","573,600","574,700","574,800","574,200","579,200","579,300","573,900","574,000","576,000","584,900","582,800","584,100","583,000","581,700","581,600","580,700","583,900","579,200","550,500","548,900","555,000","553,200","546,600","541,700","550,300","541,000","541,600","536,300","543,600","542,400","539,800","544,200","550,600","561,200","557,300","559,100","562,300","565,600"
2,2020,000075,,,1,00-000020,  Civilian Employment,"435,900","437,900","438,400","442,500","441,300","438,800","445,500","444,400","445,300","443,500","441,400","444,000","442,800","445,500","446,300","448,100","449,900","446,900","453,800","455,600","459,900","461,100","462,400","464,500","459,800","464,500","466,200","468,700","470,000","469,100","475,500","475,400","481,000","481,400","481,300","483,400","477,600","481,600","482,300","482,800","484,700","482,600","488,300","487,500","490,200","486,500","491,700","493,800","492,100","496,600","498,400","497,500","500,500","499,900","506,600","506,200","509,800","512,800","512,800","514,600","511,900","515,700","517,200","516,100","519,500","518,100","524,600","525,500","526,500","526,700","527,500","529,500","530,600","535,000","536,800","532,500","534,600","533,800","540,400","539,500","541,100","539,500","540,300","539,600","542,000","546,200","547,000","543,600","543,500","542,700","549,900","547,300","552,100","548,400","549,900","549,300","544,000","549,900","551,700","549,900","552,400","552,100","559,600","556,400","559,700","560,400","561,800","561,800","559,000","565,500","565,100","562,300","562,800","562,400","570,700","569,200","572,600","570,600","569,300","569,700","567,000","570,800","563,000","478,700","478,800","488,300","492,300","493,700","493,200","508,700","509,000","506,700","503,100","512,800","513,300","511,000","516,700","520,200","531,800","529,400","536,000","540,500","546,800"
3,2020,000075,,,1,00-000030,  Civilian Unemployment,"46,800","45,700","46,500","43,700","42,000","44,100","44,900","45,000","43,200","42,900","44,100","41,400","43,400","42,000","41,600","39,100","38,800","42,000","42,000","41,600","40,100","39,100","37,900","36,800","38,300","38,000","37,300","34,300","34,600","36,900","37,500","35,700","32,700","32,500","31,300","30,800","33,000","30,700","29,600","27,000","27,500","30,300","30,000","28,600","27,400","27,200","25,800","24,100","25,900","25,900","26,000","21,900","22,300","23,700","25,100","24,400","22,200","21,800","21,400","19,500","22,300","21,100","20,900","19,200","19,300","20,600","21,300","20,000","18,400","18,900","18,400","17,700","18,900","18,700","19,200","17,700","16,300","19,100","19,700","19,200","18,400","18,600","17,500","16,800","19,100","17,900","17,400","15,800","15,500","17,700","18,400","18,100","15,600","15,100","14,600","14,000","15,600","14,800","14,400","12,600","11,800","14,700","14,400","14,200","12,900","13,200","12,900","12,900","15,200","13,700","14,300","11,600","11,200","13,700","14,200","13,600","11,500","12,400","12,400","11,900","13,700","13,100","16,100","71,700","70,100","66,700","60,900","52,900","48,500","41,600","32,000","34,900","33,200","30,800","29,200","28,800","27,600","30,500","29,400","27,900","23,100","21,800","18,800"
4,2020,000075,,,1,00-000040,Civilian Unemployment Rate,9.7%,9.4%,9.6%,9.0%,8.7%,9.1%,9.2%,9.2%,8.8%,8.8%,9.1%,8.5%,8.9%,8.6%,8.5%,8.0%,7.9%,8.6%,8.5%,8.4%,8.0%,7.8%,7.6%,7.3%,7.7%,7.6%,7.4%,6.8%,6.9%,7.3%,7.3%,7.0%,6.4%,6.3%,6.1%,6.0%,6.5%,6.0%,5.8%,5.3%,5.4%,5.9%,5.8%,5.5%,5.3%,5.3%,5.0%,4.6%,5.0%,4.9%,5.0%,4.2%,4.3%,4.5%,4.7%,4.6%,4.2%,4.1%,4.0%,3.7%,4.2%,3.9%,3.9%,3.6%,3.6%,3.8%,3.9%,3.7%,3.4%,3.5%,3.4%,3.2%,3.4%,3.4%,3.5%,3.2%,3.0%,3.5%,3.5%,3.4%,3.3%,3.3%,3.1%,3.0%,3.4%,3.2%,3.1%,2.8%,2.8%,3.2%,3.2%,3.2%,2.7%,2.7%,2.6%,2.5%,2.8%,2.6%,2.5%,2.2%,2.1%,2.6%,2.5%,2.5%,2.2%,2.3%,2.2%,2.3%,2.7%,2.4%,2.5%,2.0%,2.0%,2.4%,2.4%,2.3%,2.0%,2.1%,2.1%,2.0%,2.4%,2.2%,2.8%,13.0%,12.8%,12.0%,11.0%,9.7%,9.0%,7.6%,5.9%,6.4%,6.2%,5.7%,5.4%,5.3%,5.1%,5.5%,5.2%,5.0%,4.1%,3.9%,3.3%
8,2020,000075,"110000-813000, 920000",,1,01-000000,"Total, All Industries","533,300","534,800","536,600","543,600","546,600","544,200","545,100","544,000","546,100","550,000","547,500","550,500","541,800","545,000","545,600","552,900","555,900","553,600","556,000","560,600","566,600","568,900","571,100","572,600","559,100","566,400","570,800","583,400","586,800","587,800","588,700","592,400","595,400","599,300","602,100","605,100","588,200","596,500","600,300","604,000","607,300","606,100","604,100","609,100","609,900","615,500","622,200","626,300","612,800","621,100","624,500","627,900","631,300","630,200","632,600","636,300","639,900","645,700","647,700","651,500","649,700","656,600","662,800","665,400","670,000","671,500","677,200","683,100","684,100","691,600","693,600","696,500","685,000","692,300","696,200","700,500","701,800","701,200","704,100","707,000","707,200","714,700","715,500","717,100","703,500","711,900","714,000","714,600","717,700","719,900","719,200","721,000","723,200","725,100","731,300","732,100","712,300","722,400","725,800","728,300","731,000","735,900","734,200","739,000","739,300","747,100","751,700","754,700","742,300","750,400","754,700","758,000","760,700","763,500","763,700","768,700","766,000","772,400","776,600","777,200","766,800","771,400","763,200","654,000","659,500","667,100","664,500","666,300","665,000","674,700","681,500","681,200",,,,,,,,,,,
9,2020,000075,"111000-113200, 114000-115000",,1,11-000000,  Total Farm,300,300,200,200,200,200,300,300,300,200,300,200,200,100,200,200,200,200,200,200,100,200,200,100,100,100,100,100,100,200,100,200,100,200,200,100,100,200,100,100,200,200,200,100,100,100,100,200,200,200,200,100,200,200,100,100,200,100,100,100,100,100,100,200,200,200,100,100,200,200,200,200,200,100,100,200,200,100,100,100,100,100,100,100,200,200,100,100,100,200,200,100,200,100,100,200,200,200,200,200,100,200,100,200,200,200,200,200,300,300,400,400,300,300,300,400,400,400,500,400,200,300,200,200,200,200,200,200,200,200,300,400,,,,,,,,,,,
