"December 17, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employment Development Department,,,,,,Sacramento County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labor Market Information Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(916) 262-2162,,,,,,Industry Employment & Labor Force - by MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,March 2020 Benchmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
See notes at bottom of page for column definitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORTORDER,BMYEAR,AREA,INCLUDES,BREAKS,PNCO,SS-NAICS,TITLE,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21
1,2020,000067,,,1,00-000010,Civilian Labor Force,"685,500","686,200","687,200","683,600","681,400","683,000","689,100","685,900","683,600","680,300","681,400","678,800","678,800","678,800","679,400","673,700","674,000","678,000","679,300","681,400","682,500","681,900","680,500","679,700","677,300","681,300","681,800","676,800","677,400","683,600","684,100","680,400","680,100","680,200","677,800","677,600","683,800","682,300","680,100","674,300","675,900","680,000","682,000","677,500","678,200","673,000","675,000","672,100","675,500","677,100","679,400","671,100","674,900","680,100","681,600","678,300","677,800","680,600","681,100","674,900","681,900","681,900","683,100","679,900","683,200","686,300","689,400","685,500","683,600","685,800","686,900","687,500","689,900","693,500","695,400","688,600","689,800","695,400","700,000","697,600","697,100","694,600","693,600","692,000","694,600","695,600","697,200","692,400","692,800","697,100","702,400","698,400","700,600","697,600","697,700","696,900","698,000","701,900","701,900","697,800","700,500","705,200","710,900","705,600","707,200","706,700","707,200","707,400","711,100","712,900","713,100","703,200","704,600","707,100","714,100","711,700","712,100","713,000","711,000","708,000","711,000","713,800","712,300","695,800","694,900","708,600","711,800","704,300","702,800","716,900","705,200","708,900","706,900","714,100","707,600","699,800","702,600","710,300","716,200","713,600","712,700","715,100","715,700"
2,2020,000067,,,1,00-000020,  Civilian Employment,"594,200","595,300","596,300","597,400","597,600","595,400","598,300","596,600","596,800","594,100","592,200","591,600","588,900","591,300","593,000","591,800","593,200","591,300","592,200","596,400","599,900","600,900","602,600","602,500","598,200","602,700","604,100","605,500","606,400","608,000","607,100","607,400","611,900","612,200","612,200","611,400","613,400","616,100","616,400","615,500","617,200","616,200","618,400","616,600","620,000","614,800","619,300","618,700","619,100","621,000","623,200","622,900","627,000","629,500","628,400","627,400","631,000","634,300","635,400","632,200","635,000","637,200","639,300","639,500","642,900","643,600","645,600","644,300","645,300","647,100","648,900","650,800","650,700","654,900","655,600","652,100","656,100","656,000","659,700","658,500","659,600","657,500","658,500","657,200","656,100","658,500","661,500","660,300","662,700","663,000","667,000","664,100","670,300","668,500","669,000","669,300","667,300","672,200","672,800","672,300","677,200","676,100","681,800","677,400","681,800","680,600","681,300","680,600","679,600","684,500","683,800","679,000","681,400","679,500","685,000","684,100","688,300","688,000","685,900","683,500","682,800","687,200","681,600","592,000","595,200","617,400","625,800","627,600","632,400","653,800","653,600","650,100","649,300","659,400","655,900","650,100","655,200","657,300","663,900","663,600","669,400","673,300","679,200"
3,2020,000067,,,1,00-000030,  Civilian Unemployment,"91,400","90,800","90,800","86,200","83,800","87,600","90,800","89,300","86,900","86,300","89,200","87,200","89,900","87,500","86,400","81,900","80,700","86,800","87,200","85,000","82,600","81,100","77,900","77,200","79,100","78,600","77,700","71,300","71,000","75,600","77,000","73,000","68,200","68,100","65,600","66,100","70,400","66,200","63,700","58,700","58,600","63,800","63,600","60,900","58,200","58,200","55,700","53,400","56,400","56,100","56,200","48,200","47,900","50,600","53,200","50,900","46,800","46,300","45,600","42,700","46,800","44,700","43,800","40,300","40,200","42,700","43,800","41,100","38,300","38,700","38,100","36,800","39,300","38,600","39,800","36,500","33,700","39,500","40,300","39,100","37,500","37,200","35,100","34,900","38,500","37,200","35,700","32,100","30,100","34,100","35,300","34,300","30,300","29,100","28,700","27,600","30,700","29,700","29,100","25,600","23,300","29,000","29,100","28,200","25,400","26,100","25,800","26,800","31,500","28,400","29,300","24,200","23,200","27,700","29,100","27,600","23,800","25,000","25,100","24,500","28,200","26,600","30,700","103,800","99,700","91,200","85,900","76,700","70,400","63,100","51,600","58,800","57,500","54,700","51,600","49,700","47,400","53,000","52,300","50,100","43,300","41,800","36,500"
4,2020,000067,,,1,00-000040,Civilian Unemployment Rate,13.3%,13.2%,13.2%,12.6%,12.3%,12.8%,13.2%,13.0%,12.7%,12.7%,13.1%,12.8%,13.2%,12.9%,12.7%,12.2%,12.0%,12.8%,12.8%,12.5%,12.1%,11.9%,11.4%,11.4%,11.7%,11.5%,11.4%,10.5%,10.5%,11.1%,11.3%,10.7%,10.0%,10.0%,9.7%,9.8%,10.3%,9.7%,9.4%,8.7%,8.7%,9.4%,9.3%,9.0%,8.6%,8.6%,8.3%,7.9%,8.3%,8.3%,8.3%,7.2%,7.1%,7.4%,7.8%,7.5%,6.9%,6.8%,6.7%,6.3%,6.9%,6.6%,6.4%,5.9%,5.9%,6.2%,6.4%,6.0%,5.6%,5.6%,5.5%,5.4%,5.7%,5.6%,5.7%,5.3%,4.9%,5.7%,5.8%,5.6%,5.4%,5.4%,5.1%,5.0%,5.5%,5.3%,5.1%,4.6%,4.4%,4.9%,5.0%,4.9%,4.3%,4.2%,4.1%,4.0%,4.4%,4.2%,4.1%,3.7%,3.3%,4.1%,4.1%,4.0%,3.6%,3.7%,3.7%,3.8%,4.4%,4.0%,4.1%,3.4%,3.3%,3.9%,4.1%,3.9%,3.3%,3.5%,3.5%,3.5%,4.0%,3.7%,4.3%,14.9%,14.3%,12.9%,12.1%,10.9%,10.0%,8.8%,7.3%,8.3%,8.1%,7.7%,7.3%,7.1%,6.7%,7.5%,7.3%,7.0%,6.1%,5.8%,5.1%
8,2020,000067,"110000-813000, 920000",,1,01-000000,"Total, All Industries","565,800","566,200","568,700","571,800","576,600","575,900","565,200","562,900","565,800","568,600","569,200","565,600","560,300","560,800","562,400","566,000","568,300","567,000","562,100","563,600","567,800","568,100","571,500","572,100","561,600","565,000","567,500","576,900","581,600","584,900","576,900","577,100","576,600","581,300","585,500","583,800","578,600","583,200","585,900","586,700","589,800","589,300","582,300","585,000","586,600","592,400","597,300","596,300","588,400","590,600","594,100","596,900","601,800","604,400","597,100","597,800","600,600","606,900","610,800","608,200","602,600","604,900","609,500","613,900","616,500","618,400","625,600","625,400","625,900","635,800","638,900","638,400","633,200","637,000","638,000","643,500","646,500","644,900","642,200","645,400","645,600","647,400","653,300","651,100","633,800","636,200","640,500","643,900","649,400","652,000","647,000","647,500","651,000","657,000","660,600","660,200","652,800","656,700","657,700","660,600","666,500","667,000","664,400","668,000","667,300","672,800","676,100","675,700","668,300","671,700","674,700","677,100","681,600","682,700","678,700","683,600","683,300","691,400","695,700","693,600","685,800","689,800","689,900","608,100","617,500","637,500","639,000","641,300","644,500","656,100","657,700","653,000",,,,,,,,,,,
9,2020,000067,"111000-113200, 114000-115000",,1,11-000000,  Total Farm,"2,400","2,600","2,500","2,100","2,900","3,100","3,200","3,300","2,700","2,200","1,800","2,000","2,300","2,600","2,600","2,200","2,800","2,700","2,300","3,200","2,800","2,200","1,800","2,100","2,500","2,600","2,500","2,200","2,700","2,900","3,100","3,200","2,900","2,300","1,900","2,500","2,300","2,300","2,300","2,500","2,800","3,100","3,800","3,200","2,600","2,400","1,900","2,200","2,400","2,400","2,500","2,700","2,700","2,800","3,600","2,900","2,700","2,500","1,900","2,200","2,400","2,500","2,500","2,600","2,900","2,900","3,600","3,200","2,600","2,500","2,400","2,800","3,000","3,100","3,100","3,200","2,900","1,700","2,100","1,800","1,600","1,600","1,500","1,300","2,400","2,600","3,100","3,500","3,600","4,600","4,000","3,800","3,400","2,900","2,400","2,500","2,400","2,600","2,600","2,300","2,900","2,800","2,800","3,500","2,700","2,500","2,200","2,300","2,400","2,500","2,300","2,300","2,600","2,700","2,600","3,100","2,400","2,200","1,900","2,200","2,200","2,200","2,100","1,900","2,400","2,200","2,500","2,500","2,300","2,200","1,900","1,800",,,,,,,,,,,
