"December 17, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employment Development Department,,,,,,Redding MSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labor Market Information Division,,,,,,(Shasta County),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(916) 262-2162,,,,,,Industry Employment & Labor Force - by MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,March 2020 Benchmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
See notes at bottom of page for column definitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORTORDER,BMYEAR,AREA,INCLUDES,BREAKS,PNCO,SS-NAICS,TITLE,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21
1,2020,039820,,,1,00-000010,Civilian Labor Force,"79,400","79,400","79,300","79,000","78,900","78,900","77,900","78,900","78,800","77,900","78,200","77,600","78,000","77,300","77,500","76,500","76,500","77,300","76,100","77,300","77,600","77,200","76,500","76,100","76,700","76,200","76,400","75,600","75,900","76,900","75,600","76,000","76,300","75,800","74,700","74,700","76,400","75,200","75,500","74,400","74,800","75,900","74,800","75,300","75,200","75,000","74,000","74,000","75,400","74,500","75,100","74,000","74,500","75,100","74,700","75,100","75,200","75,200","74,200","73,800","74,700","73,700","73,900","73,700","74,300","74,700","74,100","74,400","74,000","74,400","73,700","73,700","74,200","73,500","74,100","73,900","73,800","75,000","74,100","74,700","74,600","75,100","74,200","73,400","74,400","73,700","73,800","73,700","73,600","74,300","73,900","74,400","74,400","74,400","73,700","73,200","73,900","73,900","73,900","73,000","73,400","74,000","73,800","73,800","74,000","74,700","74,600","73,800","73,100","72,200","73,000","71,900","72,400","72,900","72,300","73,100","73,300","73,900","73,100","72,600","73,600","72,900","73,300","72,500","71,500","73,500","72,100","72,500","72,800","74,200","72,400","72,600","73,400","74,000","73,400","72,500","73,300","74,900","74,100","74,900","74,500","75,300","75,000"
2,2020,039820,,,1,00-000020,  Civilian Employment,"64,600","64,300","64,500","65,300","65,800","65,800","64,800","66,100","66,300","65,500","64,900","64,200","63,800","63,400","63,600","63,700","64,400","64,700","63,800","65,300","66,000","65,900","65,100","64,600","64,400","63,700","64,100","64,300","65,200","65,800","64,400","65,400","66,600","66,100","65,000","64,600","65,400","64,800","65,500","65,300","66,200","66,700","65,800","66,800","67,200","67,000","65,900","66,100","66,600","65,700","66,300","66,500","67,600","68,000","67,400","68,300","69,000","69,000","67,900","67,300","67,700","66,900","67,200","67,800","68,700","68,900","68,300","69,000","69,100","69,400","68,500","68,300","68,100","67,600","68,000","68,700","69,300","69,800","68,900","69,700","69,900","70,400","69,400","68,400","68,900","68,300","68,700","69,100","69,600","70,100","69,600","70,300","70,800","70,800","70,000","69,400","69,600","69,400","69,500","69,200","70,200","70,300","70,100","70,200","70,800","71,500","71,200","70,100","68,500","67,800","68,700","68,500","69,400","69,500","68,800","69,900","70,400","70,800","69,900","69,300","69,500","68,900","68,800","61,100","62,300","65,700","64,800","66,200","67,000","68,700","67,700","67,000","67,600","68,200","67,900","67,500","68,700","69,600","68,900","70,000","70,300","71,300","71,300"
3,2020,039820,,,1,00-000030,  Civilian Unemployment,"14,900","15,100","14,800","13,700","13,000","13,100","13,100","12,800","12,500","12,400","13,300","13,400","14,200","14,000","13,900","12,800","12,100","12,600","12,300","12,000","11,600","11,400","11,400","11,500","12,300","12,500","12,400","11,300","10,800","11,100","11,100","10,500","9,700","9,700","9,700","10,100","11,000","10,400","10,100","9,100","8,600","9,200","9,000","8,400","8,000","8,000","8,100","7,900","8,700","8,900","8,800","7,500","6,900","7,100","7,300","6,800","6,200","6,200","6,300","6,500","7,100","6,800","6,600","5,900","5,600","5,800","5,800","5,300","4,900","5,000","5,200","5,400","6,100","5,900","6,200","5,200","4,600","5,200","5,200","4,900","4,700","4,600","4,700","5,000","5,400","5,400","5,200","4,500","3,900","4,200","4,300","4,100","3,700","3,600","3,700","3,800","4,300","4,400","4,500","3,700","3,200","3,700","3,700","3,600","3,200","3,300","3,400","3,700","4,600","4,400","4,300","3,500","3,000","3,400","3,500","3,200","2,800","3,100","3,200","3,300","4,100","4,000","4,500","11,400","9,100","7,800","7,200","6,300","5,800","5,400","4,700","5,700","5,800","5,800","5,500","5,000","4,600","5,200","5,200","4,900","4,200","4,000","3,700"
4,2020,039820,,,1,00-000040,Civilian Unemployment Rate,18.7%,19.1%,18.7%,17.3%,16.5%,16.6%,16.9%,16.2%,15.9%,15.9%,17.0%,17.3%,18.2%,18.1%,18.0%,16.7%,15.8%,16.3%,16.1%,15.6%,14.9%,14.7%,14.9%,15.2%,16.0%,16.4%,16.2%,14.9%,14.2%,14.5%,14.7%,13.9%,12.7%,12.9%,13.0%,13.5%,14.4%,13.8%,13.3%,12.3%,11.5%,12.1%,12.0%,11.2%,10.6%,10.7%,10.9%,10.7%,11.6%,11.9%,11.8%,10.1%,9.3%,9.5%,9.7%,9.1%,8.3%,8.2%,8.5%,8.8%,9.5%,9.2%,9.0%,8.0%,7.6%,7.7%,7.8%,7.2%,6.7%,6.8%,7.1%,7.3%,8.3%,8.0%,8.3%,7.0%,6.2%,6.9%,7.0%,6.6%,6.3%,6.2%,6.4%,6.8%,7.3%,7.4%,7.0%,6.2%,5.4%,5.7%,5.8%,5.5%,4.9%,4.8%,5.0%,5.2%,5.8%,6.0%,6.1%,5.1%,4.3%,5.0%,5.0%,4.8%,4.4%,4.4%,4.5%,5.0%,6.3%,6.1%,5.9%,4.8%,4.1%,4.7%,4.9%,4.4%,3.9%,4.1%,4.3%,4.5%,5.5%,5.4%,6.2%,15.7%,12.8%,10.6%,10.1%,8.7%,8.0%,7.3%,6.5%,7.8%,7.9%,7.8%,7.5%,6.9%,6.3%,7.0%,7.0%,6.5%,5.6%,5.4%,4.9%
8,2020,039820,"110000-813000, 920000",,1,01-000000,"Total, All Industries","58,400","57,900","58,200","59,100","60,300","60,500","58,400","59,600","60,000","59,900","59,400","58,300","57,600","57,200","57,400","57,700","58,300","59,100","57,600","59,000","59,500","59,600","58,900","58,200","57,700","56,900","57,400","58,100","59,300","60,400","58,200","59,400","60,300","60,000","59,100","58,500","59,000","58,500","59,500","59,400","60,500","61,200","59,700","61,300","61,600","62,400","61,000","61,200","60,900","59,800","60,700","61,400","62,500","63,100","61,600","63,000","63,600","63,800","62,800","62,300","62,000","61,100","61,600","62,800","63,500","64,300","63,100","64,300","64,300","65,300","64,300","64,200","63,100","62,400","62,800","64,600","65,300","66,000","64,500","65,700","65,700","67,000","65,900","64,900","64,400","63,800","64,400","65,200","66,100","67,100","65,400","66,400","66,400","67,600","66,900","66,400","65,700","65,700","65,600","65,900","66,800","67,700","66,400","67,100","67,200","68,600","68,400","67,400","66,300","65,400","66,700","67,300","68,500","69,000","67,500","69,200","68,900","70,300","69,800","69,100","68,600","68,000","68,100","61,400","63,400","66,700","65,000","66,400","67,200","67,900","66,900","66,100","66,000","66,100","66,200","67,200","68,200","69,700","67,700","69,300","69,200","70,700","70,500"
9,2020,039820,"111000-113200, 114000-115000",,1,11-000000,  Total Farm,900,400,400,600,600,700,800,800,700,"1,100",900,400,900,400,500,600,600,800,800,800,800,"1,400","1,100",600,"1,000",400,500,700,700,800,900,800,800,"1,400","1,000",600,"1,100",500,600,700,700,900,900,900,800,"1,700",800,600,"1,400",500,600,800,800,900,900,900,900,"1,600",900,"1,000","1,300",500,600,800,800,900,900,900,800,"1,600",800,"1,300","1,400",500,600,800,800,900,800,900,800,"1,600","1,000",600,"1,300",600,600,700,700,900,900,900,800,"1,600","1,300",600,"1,200",600,600,800,800,"1,000","1,000",900,900,"1,500","1,300",700,"1,300",600,600,700,800,800,900,900,800,"1,300",700,500,"1,200",600,600,700,800,800,800,800,800,"1,400","1,000",600,"1,100","1,100","1,100","1,300","1,300","1,400","1,400","1,400","1,400","2,100","1,700"
