"December 17, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employment Development Department,,,,,,Contra Costa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labor Market Information Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(916) 262-2162,,,,,,Industry Employment & Labor Force - by MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,March 2020 Benchmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
See notes at bottom of page for column definitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORTORDER,BMYEAR,AREA,INCLUDES,BREAKS,PNCO,SS-NAICS,TITLE,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21
1,2020,000013,,,1,00-000010,Civilian Labor Force,"525,300","526,100","528,500","526,200","523,900","524,700","527,600","524,700","527,800","524,700","525,500","523,900","523,000","523,500","526,100","523,900","525,100","528,200","532,300","531,500","532,000","532,700","531,600","532,100","528,800","531,300","533,000","530,000","531,600","534,400","539,100","535,900","536,800","538,100","537,000","538,200","536,300","535,700","535,200","533,200","534,900","536,300","541,300","537,200","538,000","534,900","536,100","533,300","532,400","535,700","537,500","532,500","535,900","538,400","543,100","540,000","540,300","542,400","543,300","540,100","540,400","541,400","542,800","541,200","544,700","544,700","548,500","546,400","545,000","546,200","547,100","547,100","547,700","551,100","553,300","549,200","549,900","552,300","557,100","554,800","556,600","556,700","555,900","554,100","556,100","558,300","560,100","554,400","555,100","556,900","562,200","559,100","561,800","559,000","558,700","557,100","556,000","560,100","561,100","557,000","558,600","559,700","564,300","559,400","561,900","561,800","561,900","561,700","560,100","563,000","562,900","555,200","555,800","557,200","563,100","559,800","561,300","559,600","559,500","558,900","557,500","560,000","556,500","533,300","532,300","540,200","539,200","534,100","531,200","540,500","532,900","537,200","534,700","540,700","537,400","529,400","533,000","536,000","541,500","538,000","538,600","541,500","542,600"
2,2020,000013,,,1,00-000020,  Civilian Employment,"463,800","465,700","467,400","467,900","467,300","465,600","466,600","464,700","469,700","467,300","466,900","467,700","464,300","466,100","468,800","470,000","471,600","470,300","474,200","474,700","477,000","479,000","480,100","481,600","476,700","479,400","481,400","482,400","483,900","483,200","487,000","486,200","491,100","492,300","493,100","494,500","489,600","491,600","492,600","494,000","495,900","493,300","498,200","496,200","498,900","495,900","499,000","498,300","495,300","498,300","500,100","500,600","503,800","504,100","506,800","505,100","508,400","511,000","512,600","511,900","509,200","511,500","513,600","514,400","517,700","516,000","518,900","518,800","519,600","520,400","521,800","522,900","521,800","525,500","527,100","524,900","527,600","526,000","530,300","528,700","532,000","532,300","532,900","531,800","531,100","534,400","537,100","533,700","535,300","534,000","538,400","536,000","541,600","539,700","539,700","539,000","535,800","540,600","542,200","540,200","543,200","540,400","545,100","540,800","545,000","544,300","544,700","544,100","539,200","544,300","543,700","539,500","540,600","538,900","543,700","541,500","545,500","542,900","542,800","542,900","539,200","542,700","536,200","452,800","457,900","470,500","474,900","477,900","480,000","494,900","496,100","495,800","494,600","502,600","501,500","494,500","499,700","498,700","504,900","503,000","508,800","512,700","517,800"
3,2020,000013,,,1,00-000030,  Civilian Unemployment,"61,500","60,500","61,100","58,200","56,600","59,100","60,900","60,000","58,000","57,400","58,600","56,200","58,700","57,400","57,300","53,900","53,500","57,900","58,100","56,800","55,000","53,700","51,600","50,500","52,100","51,800","51,700","47,700","47,700","51,200","52,100","49,600","45,600","45,800","44,000","43,800","46,700","44,100","42,600","39,200","39,000","42,900","43,100","41,000","39,100","39,000","37,100","35,000","37,100","37,400","37,300","31,900","32,100","34,300","36,300","34,900","31,900","31,400","30,700","28,300","31,200","29,900","29,200","26,900","26,900","28,700","29,600","27,700","25,400","25,900","25,300","24,200","25,900","25,500","26,300","24,200","22,300","26,300","26,800","26,100","24,600","24,400","23,000","22,300","25,000","24,000","23,100","20,700","19,800","22,900","23,800","23,100","20,200","19,300","19,000","18,100","20,200","19,400","18,900","16,800","15,400","19,300","19,200","18,600","16,900","17,400","17,200","17,600","20,800","18,700","19,200","15,700","15,200","18,300","19,400","18,400","15,900","16,700","16,700","16,000","18,400","17,300","20,300","80,500","74,500","69,700","64,400","56,200","51,300","45,600","36,800","41,400","40,100","38,100","35,900","34,900","33,300","37,300","36,600","35,000","29,800","28,800","24,800"
4,2020,000013,,,1,00-000040,Civilian Unemployment Rate,11.7%,11.5%,11.6%,11.1%,10.8%,11.3%,11.5%,11.4%,11.0%,10.9%,11.1%,10.7%,11.2%,11.0%,10.9%,10.3%,10.2%,11.0%,10.9%,10.7%,10.3%,10.1%,9.7%,9.5%,9.9%,9.8%,9.7%,9.0%,9.0%,9.6%,9.7%,9.3%,8.5%,8.5%,8.2%,8.1%,8.7%,8.2%,8.0%,7.3%,7.3%,8.0%,8.0%,7.6%,7.3%,7.3%,6.9%,6.6%,7.0%,7.0%,6.9%,6.0%,6.0%,6.4%,6.7%,6.5%,5.9%,5.8%,5.7%,5.2%,5.8%,5.5%,5.4%,5.0%,4.9%,5.3%,5.4%,5.1%,4.7%,4.7%,4.6%,4.4%,4.7%,4.6%,4.8%,4.4%,4.1%,4.8%,4.8%,4.7%,4.4%,4.4%,4.1%,4.0%,4.5%,4.3%,4.1%,3.7%,3.6%,4.1%,4.2%,4.1%,3.6%,3.5%,3.4%,3.2%,3.6%,3.5%,3.4%,3.0%,2.8%,3.5%,3.4%,3.3%,3.0%,3.1%,3.1%,3.1%,3.7%,3.3%,3.4%,2.8%,2.7%,3.3%,3.4%,3.3%,2.8%,3.0%,3.0%,2.9%,3.3%,3.1%,3.6%,15.1%,14.0%,12.9%,11.9%,10.5%,9.6%,8.4%,6.9%,7.7%,7.5%,7.0%,6.7%,6.6%,6.2%,7.0%,6.8%,6.5%,5.5%,5.3%,4.6%
8,2020,000013,"110000-813000, 920000",,1,01-000000,"Total, All Industries","315,000","314,300","316,000","318,000","321,300","322,800","317,200","316,100","317,400","319,100","320,000","320,300","315,500","314,700","315,900","317,400","319,900","321,300","318,900","318,000","319,100","321,800","323,400","324,100","319,500","319,100","321,600","324,300","328,200","330,600","326,400","328,200","328,500","332,200","335,400","336,700","329,100","330,500","333,300","335,200","337,500","338,700","338,400","339,000","341,600","342,800","345,300","342,600","338,200","339,200","340,000","343,200","345,700","347,700","344,500","344,400","344,400","345,800","348,400","349,000","343,100","342,900","344,400","347,300","350,600","352,000","350,700","350,700","352,000","356,000","359,300","360,200","355,200","356,800","357,800","361,700","363,800","365,100","364,400","364,800","366,700","370,500","371,200","372,100","363,300","364,500","367,100","369,500","371,500","372,900","370,600","369,200","370,600","373,900","375,700","375,100","368,000","369,700","370,700","372,700","374,100","375,200","371,400","372,700","372,600","374,600","376,300","377,600","369,600","370,800","373,200","373,800","376,700","378,400","374,200","375,300","374,000","377,300","379,300","380,000","374,900","377,200","373,400","314,300","323,400","333,400","331,300","335,300","336,900","340,500","342,800","342,400",,,,,,,,,,,
9,2020,000013,"111000-113200, 114000-115000",,1,11-000000,  Total Farm,400,500,700,800,900,900,900,900,800,700,600,400,400,500,700,"1,100","1,100","1,100","1,100","1,000",800,800,700,600,500,500,700,800,900,"1,000","1,100","1,000",900,800,700,600,500,500,700,"1,000","1,000","1,200","1,100","1,000",900,800,700,500,500,500,700,900,900,"1,000","1,100","1,000",900,700,700,500,500,500,600,700,800,900,"1,000","1,000",800,700,600,500,400,500,600,800,900,"1,000","1,200","1,000","1,000",900,900,700,400,500,700,800,900,"1,000","1,000","1,000",900,800,700,600,500,600,600,600,700,900,900,900,900,800,600,500,500,500,600,700,800,"1,000","1,000","1,000",900,800,700,500,500,600,600,600,800,900,900,900,800,800,700,700,,,,,,,,,,,
